wavelength_Angstroms,flux,uncertainty
13013.71,0.5259,0.07
13013.89,0.5499,0.07
13014.08,0.5777,0.07
13014.26,0.606,0.07
13014.45,0.6182,0.07
13014.63,0.5953,0.07
13014.82,0.561,0.07
13015.0,0.5113,0.07
13015.19,0.4932,0.07
13015.37,0.5106,0.07
13015.56,0.5634,0.07
13015.74,0.6069,0.07
13015.93,0.6464,0.07
13016.11,0.7271,0.07
13016.29,0.8249,0.07
13016.48,0.8929,0.07
13016.66,0.9392,0.07
13016.85,0.9583,0.07
13017.03,0.9446,0.07
13017.22,0.9418,0.07
13017.4,0.9211,0.07
