wavelength_Angstroms,flux,uncertainty
13013.71,0.374,0.11
13013.89,0.407,0.11
13014.08,0.5369,0.11
13014.26,0.6399,0.11
13014.45,0.7306,0.11
13014.63,0.7941,0.11
13014.82,0.823,0.11
13015.0,0.8281,0.11
13015.19,0.8661,0.11
13015.37,0.9016,0.11
13015.56,0.9284,0.11
13015.74,0.9482,0.11
13015.93,0.9357,0.11
13016.11,0.9304,0.11
13016.29,0.9452,0.11
13016.48,0.9428,0.11
13016.66,0.9149,0.11
13016.85,0.8961,0.11
13017.03,0.899,0.11
13017.22,0.9068,0.11
13017.4,0.918,0.11
