wavelength_Angstroms,flux,uncertainty
13013.89,0.8986,0.09
13014.08,0.9006,0.09
13014.26,0.9088,0.09
13014.45,0.9266,0.09
13014.63,0.9497,0.09
13014.82,0.9589,0.09
13015.0,0.9607,0.09
13015.19,0.9574,0.09
13015.37,0.9561,0.09
13015.56,0.962,0.09
13015.74,0.9699,0.09
13015.93,0.9778,0.09
13016.11,0.991,0.09
13016.29,1.0077,0.09
13016.48,1.0396,0.09
13016.66,1.0673,0.09
13016.85,1.0868,0.09
13017.03,1.0902,0.09
13017.22,1.0915,0.09
13017.4,1.0837,0.09
